# Sondages 1er tour présidentielle 2027 — https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027
# Relevé le 2026-09-17 par src/scrape_pres_2027.py ; une ligne par candidat·e et hypothèse.
# bloc : nomenclature du modèle (G gauche, CD centre+droite, ED extrême droite, AU hors axe).
institut,date_fin,echantillon,hypothese,candidat,parti,bloc,valeur
Ifop,2025-04-18,9128,41,GLUCKSMANN,PS,G,10.0
Ifop,2025-04-18,9128,41,PHILIPPE,EPR,CD,22.0
Ifop,2025-04-18,9128,41,RETAILLEAU,LR,CD,8.0
Ifop,2025-04-18,9128,41,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-04-18,9128,41,BARDELLA,RN,ED,33.0
Ifop,2025-04-18,9128,41,ZEMMOUR,REC,ED,4.0
Ifop,2025-04-18,9128,42,ARTHAUD,LO,G,1.0
Ifop,2025-04-18,9128,42,MÉLENCHON,LFI,G,10.0
Ifop,2025-04-18,9128,42,ROUSSEL,PCF,G,2.5
Ifop,2025-04-18,9128,42,TONDELIER,LE,G,3.0
Ifop,2025-04-18,9128,42,GLUCKSMANN,PS,G,10.0
Ifop,2025-04-18,9128,42,PHILIPPE,EPR,CD,24.0
Ifop,2025-04-18,9128,42,WAUQUIEZ,LR,CD,3.0
Ifop,2025-04-18,9128,42,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2025-04-18,9128,42,BARDELLA,RN,ED,35.0
Ifop,2025-04-18,9128,42,ZEMMOUR,REC,ED,4.0
Ifop,2025-04-18,9128,43,ARTHAUD,LO,G,1.0
Ifop,2025-04-18,9128,43,MÉLENCHON,LFI,G,10.0
Ifop,2025-04-18,9128,43,ROUSSEL,PCF,G,2.5
Ifop,2025-04-18,9128,43,TONDELIER,LE,G,3.0
Ifop,2025-04-18,9128,43,GLUCKSMANN,PS,G,11.5
Ifop,2025-04-18,9128,43,ATTAL,EPR,CD,14.0
Ifop,2025-04-18,9128,43,RETAILLEAU,LR,CD,14.0
Ifop,2025-04-18,9128,43,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2025-04-18,9128,43,BARDELLA,RN,ED,33.0
Ifop,2025-04-18,9128,43,ZEMMOUR,REC,ED,4.0
Ifop,2025-04-18,9128,44,ARTHAUD,LO,G,1.5
Ifop,2025-04-18,9128,44,MÉLENCHON,LFI,G,13.0
Ifop,2025-04-18,9128,44,GLUCKSMANN,PS,G,15.0
Ifop,2025-04-18,9128,44,PHILIPPE,EPR,CD,22.0
Ifop,2025-04-18,9128,44,RETAILLEAU,LR,CD,9.0
Ifop,2025-04-18,9128,44,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2025-04-18,9128,44,BARDELLA,RN,ED,33.0
Ifop,2025-04-18,9128,44,ZEMMOUR,REC,ED,4.0
Ifop,2025-04-18,9128,45,ARTHAUD,LO,G,2.0
Ifop,2025-04-18,9128,45,MÉLENCHON,LFI,G,12.0
Ifop,2025-04-18,9128,45,PHILIPPE,EPR,CD,26.0
Ifop,2025-04-18,9128,45,RETAILLEAU,LR,CD,10.0
Ifop,2025-04-18,9128,45,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2025-04-18,9128,45,BARDELLA,RN,ED,33.0
Ifop,2025-04-18,9128,45,ZEMMOUR,REC,ED,4.0
Elabe,2025-04-04,1413,52,ARTHAUD,LO,G,1.5
Elabe,2025-04-04,1413,52,POUTOU,NPA-A,G,2.0
Elabe,2025-04-04,1413,52,MÉLENCHON,LFI,G,10.5
Elabe,2025-04-04,1413,52,ROUSSEL,PCF,G,5.5
Elabe,2025-04-04,1413,52,TONDELIER,LE,G,4.5
Elabe,2025-04-04,1413,52,FAURE,PS,G,4.0
Elabe,2025-04-04,1413,52,ATTAL,EPR,CD,18.0
Elabe,2025-04-04,1413,52,VILLEPIN,LFH,CD,5.0
Elabe,2025-04-04,1413,52,WAUQUIEZ,LR,CD,4.5
Elabe,2025-04-04,1413,52,DUPONT-AIGNAN,DLF,ED,4.0
Elabe,2025-04-04,1413,52,BARDELLA,RN,ED,35.5
Elabe,2025-04-04,1413,52,ZEMMOUR,REC,ED,5.0
Elabe,2025-04-04,1413,53,ARTHAUD,LO,G,1.0
Elabe,2025-04-04,1413,53,POUTOU,NPA-A,G,1.5
Elabe,2025-04-04,1413,53,MÉLENCHON,LFI,G,9.5
Elabe,2025-04-04,1413,53,ROUSSEL,PCF,G,4.5
Elabe,2025-04-04,1413,53,TONDELIER,LE,G,3.5
Elabe,2025-04-04,1413,53,GLUCKSMANN,PS,G,10.5
Elabe,2025-04-04,1413,53,PHILIPPE,EPR,CD,20.5
Elabe,2025-04-04,1413,53,VILLEPIN,LFH,CD,2.5
Elabe,2025-04-04,1413,53,RETAILLEAU,LR,CD,8.5
Elabe,2025-04-04,1413,53,DUPONT-AIGNAN,DLF,ED,3.0
Elabe,2025-04-04,1413,53,BARDELLA,RN,ED,31.0
Elabe,2025-04-04,1413,53,ZEMMOUR,REC,ED,4.0
Elabe,2025-04-04,1413,54,ARTHAUD,LO,G,1.0
Elabe,2025-04-04,1413,54,POUTOU,NPA-A,G,1.5
Elabe,2025-04-04,1413,54,MÉLENCHON,LFI,G,10.0
Elabe,2025-04-04,1413,54,ROUSSEL,PCF,G,5.5
Elabe,2025-04-04,1413,54,TONDELIER,LE,G,6.0
Elabe,2025-04-04,1413,54,HOLLANDE,PS,G,6.0
Elabe,2025-04-04,1413,54,PHILIPPE,EPR,CD,23.0
Elabe,2025-04-04,1413,54,RETAILLEAU,LR,CD,9.0
Elabe,2025-04-04,1413,54,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2025-04-04,1413,54,BARDELLA,RN,ED,31.5
Elabe,2025-04-04,1413,54,ZEMMOUR,REC,ED,4.0
Elabe,2025-04-04,1413,55,ARTHAUD,LO,G,1.0
Elabe,2025-04-04,1413,55,POUTOU,NPA-A,G,2.0
Elabe,2025-04-04,1413,55,MÉLENCHON,LFI,G,11.0
Elabe,2025-04-04,1413,55,ROUSSEL,PCF,G,5.5
Elabe,2025-04-04,1413,55,TONDELIER,LE,G,6.0
Elabe,2025-04-04,1413,55,FAURE,PS,G,4.0
Elabe,2025-04-04,1413,55,ATTAL,EPR,CD,18.0
Elabe,2025-04-04,1413,55,RETAILLEAU,LR,CD,10.0
Elabe,2025-04-04,1413,55,DUPONT-AIGNAN,DLF,ED,3.0
Elabe,2025-04-04,1413,55,LE PEN,RN,ED,36.0
Elabe,2025-04-04,1413,55,ZEMMOUR,REC,ED,3.5
Elabe,2025-04-04,1413,56,ARTHAUD,LO,G,0.5
Elabe,2025-04-04,1413,56,POUTOU,NPA-A,G,2.0
Elabe,2025-04-04,1413,56,MÉLENCHON,LFI,G,9.5
Elabe,2025-04-04,1413,56,ROUSSEL,PCF,G,5.0
Elabe,2025-04-04,1413,56,TONDELIER,LE,G,4.0
Elabe,2025-04-04,1413,56,GLUCKSMANN,PS,G,10.5
Elabe,2025-04-04,1413,56,PHILIPPE,EPR,CD,24.0
Elabe,2025-04-04,1413,56,WAUQUIEZ,LR,CD,4.5
Elabe,2025-04-04,1413,56,DUPONT-AIGNAN,DLF,ED,3.0
Elabe,2025-04-04,1413,56,LE PEN,RN,ED,33.5
Elabe,2025-04-04,1413,56,ZEMMOUR,REC,ED,3.5
Elabe,2025-04-04,1413,57,ARTHAUD,LO,G,1.0
Elabe,2025-04-04,1413,57,POUTOU,NPA-A,G,2.0
Elabe,2025-04-04,1413,57,MÉLENCHON,LFI,G,10.0
Elabe,2025-04-04,1413,57,ROUSSEL,PCF,G,6.0
Elabe,2025-04-04,1413,57,TONDELIER,LE,G,5.5
Elabe,2025-04-04,1413,57,HOLLANDE,PS,G,5.5
Elabe,2025-04-04,1413,57,PHILIPPE,EPR,CD,23.5
Elabe,2025-04-04,1413,57,RETAILLEAU,LR,CD,8.0
Elabe,2025-04-04,1413,57,DUPONT-AIGNAN,DLF,ED,3.0
Elabe,2025-04-04,1413,57,LE PEN,RN,ED,32.0
Elabe,2025-04-04,1413,57,ZEMMOUR,REC,ED,3.5
Harris,2025-03-31,1162,58,ARTHAUD,LO,G,1.0
Harris,2025-03-31,1162,58,POUTOU,NPA-A,G,1.0
Harris,2025-03-31,1162,58,MÉLENCHON,LFI,G,13.0
Harris,2025-03-31,1162,58,ROUSSEL,PCF,G,4.0
Harris,2025-03-31,1162,58,TONDELIER,LE,G,4.0
Harris,2025-03-31,1162,58,FAURE,PS,G,5.0
Harris,2025-03-31,1162,58,PHILIPPE,EPR,CD,25.0
Harris,2025-03-31,1162,58,WAUQUIEZ,LR,CD,4.0
Harris,2025-03-31,1162,58,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2025-03-31,1162,58,BARDELLA,RN,ED,36.0
Harris,2025-03-31,1162,58,ZEMMOUR,REC,ED,5.0
Harris,2025-03-31,1162,59,ARTHAUD,LO,G,1.0
Harris,2025-03-31,1162,59,POUTOU,NPA-A,G,1.0
Harris,2025-03-31,1162,59,MÉLENCHON,LFI,G,13.0
Harris,2025-03-31,1162,59,ROUSSEL,PCF,G,4.0
Harris,2025-03-31,1162,59,TONDELIER,LE,G,4.0
Harris,2025-03-31,1162,59,FAURE,PS,G,5.0
Harris,2025-03-31,1162,59,PHILIPPE,EPR,CD,23.0
Harris,2025-03-31,1162,59,RETAILLEAU,LR,CD,7.0
Harris,2025-03-31,1162,59,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2025-03-31,1162,59,BARDELLA,RN,ED,35.0
Harris,2025-03-31,1162,59,ZEMMOUR,REC,ED,5.0
Ifop,2025-03-26,1119,61,ARTHAUD,LO,G,1.0
Ifop,2025-03-26,1119,61,POUTOU,NPA-A,G,1.0
Ifop,2025-03-26,1119,61,MÉLENCHON,LFI,G,13.0
Ifop,2025-03-26,1119,61,ROUSSEL,PCF,G,3.0
Ifop,2025-03-26,1119,61,TONDELIER,LE,G,3.0
Ifop,2025-03-26,1119,61,FAURE,PS,G,5.0
Ifop,2025-03-26,1119,61,PHILIPPE,EPR,CD,21.0
Ifop,2025-03-26,1119,61,RETAILLEAU,LR,CD,11.0
Ifop,2025-03-26,1119,61,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2025-03-26,1119,61,LE PEN,RN,ED,34.0
Ifop,2025-03-26,1119,61,ZEMMOUR,REC,ED,5.0
Ifop,2025-03-26,1119,62,ARTHAUD,LO,G,1.0
Ifop,2025-03-26,1119,62,POUTOU,NPA-A,G,1.0
Ifop,2025-03-26,1119,62,MÉLENCHON,LFI,G,13.0
Ifop,2025-03-26,1119,62,ROUSSEL,PCF,G,2.0
Ifop,2025-03-26,1119,62,TONDELIER,LE,G,3.0
Ifop,2025-03-26,1119,62,GLUCKSMANN,PS,G,11.0
Ifop,2025-03-26,1119,62,PHILIPPE,EPR,CD,20.0
Ifop,2025-03-26,1119,62,WAUQUIEZ,LR,CD,5.0
Ifop,2025-03-26,1119,62,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2025-03-26,1119,62,LE PEN,RN,ED,35.0
Ifop,2025-03-26,1119,62,ZEMMOUR,REC,ED,6.0
Ifop,2025-03-26,1119,63,ARTHAUD,LO,G,1.0
Ifop,2025-03-26,1119,63,POUTOU,NPA-A,G,1.0
Ifop,2025-03-26,1119,63,MÉLENCHON,LFI,G,12.0
Ifop,2025-03-26,1119,63,ROUSSEL,PCF,G,4.0
Ifop,2025-03-26,1119,63,TONDELIER,LE,G,3.0
Ifop,2025-03-26,1119,63,FAURE,PS,G,4.0
Ifop,2025-03-26,1119,63,PHILIPPE,EPR,CD,25.0
Ifop,2025-03-26,1119,63,WAUQUIEZ,LR,CD,5.0
Ifop,2025-03-26,1119,63,DUPONT-AIGNAN,DLF,ED,4.0
Ifop,2025-03-26,1119,63,LE PEN,RN,ED,36.0
Ifop,2025-03-26,1119,63,ZEMMOUR,REC,ED,5.0
Ifop,2025-03-26,1119,64,ARTHAUD,LO,G,1.0
Ifop,2025-03-26,1119,64,POUTOU,NPA-A,G,1.0
Ifop,2025-03-26,1119,64,MÉLENCHON,LFI,G,13.0
Ifop,2025-03-26,1119,64,ROUSSEL,PCF,G,4.0
Ifop,2025-03-26,1119,64,TONDELIER,LE,G,3.0
Ifop,2025-03-26,1119,64,FAURE,PS,G,5.0
Ifop,2025-03-26,1119,64,ATTAL,EPR,CD,20.0
Ifop,2025-03-26,1119,64,WAUQUIEZ,LR,CD,8.0
Ifop,2025-03-26,1119,64,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2025-03-26,1119,64,LE PEN,RN,ED,37.0
Ifop,2025-03-26,1119,64,ZEMMOUR,REC,ED,5.0
Ifop,2024-12-09,1101,1,ARTHAUD,LO,G,1.0
Ifop,2024-12-09,1101,1,POUTOU,NPA-A,G,0.5
Ifop,2024-12-09,1101,1,ROUSSEL,PCF,G,3.0
Ifop,2024-12-09,1101,1,MÉLENCHON,LFI,G,12.0
Ifop,2024-12-09,1101,1,FAURE,PS,G,5.0
Ifop,2024-12-09,1101,1,TONDELIER,LE,G,4.5
Ifop,2024-12-09,1101,1,ATTAL,ENS,CD,20.0
Ifop,2024-12-09,1101,1,WAUQUIEZ,LR,CD,8.0
Ifop,2024-12-09,1101,1,LASSALLE,RES,CD,1.0
Ifop,2024-12-09,1101,1,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2024-12-09,1101,1,LE PEN,RN,ED,38.0
Ifop,2024-12-09,1101,1,ZEMMOUR,REC,ED,4.0
Ifop,2024-12-09,1101,2,ARTHAUD,LO,G,0.5
Ifop,2024-12-09,1101,2,POUTOU,NPA-A,G,0.5
Ifop,2024-12-09,1101,2,ROUSSEL,PCF,G,3.0
Ifop,2024-12-09,1101,2,MÉLENCHON,LFI,G,12.0
Ifop,2024-12-09,1101,2,FAURE,PS,G,4.0
Ifop,2024-12-09,1101,2,TONDELIER,LE,G,4.5
Ifop,2024-12-09,1101,2,PHILIPPE,ENS,CD,25.0
Ifop,2024-12-09,1101,2,WAUQUIEZ,LR,CD,6.0
Ifop,2024-12-09,1101,2,LASSALLE,RES,CD,1.0
Ifop,2024-12-09,1101,2,DUPONT-AIGNAN,DLF,ED,3.5
Ifop,2024-12-09,1101,2,LE PEN,RN,ED,36.0
Ifop,2024-12-09,1101,2,ZEMMOUR,REC,ED,4.0
Ifop,2024-12-09,1101,3,ARTHAUD,LO,G,1.0
Ifop,2024-12-09,1101,3,POUTOU,NPA-A,G,0.5
Ifop,2024-12-09,1101,3,ROUSSEL,PCF,G,3.0
Ifop,2024-12-09,1101,3,MÉLENCHON,LFI,G,11.0
Ifop,2024-12-09,1101,3,HOLLANDE,PS,G,7.0
Ifop,2024-12-09,1101,3,TONDELIER,LE,G,4.0
Ifop,2024-12-09,1101,3,PHILIPPE,ENS,CD,24.0
Ifop,2024-12-09,1101,3,WAUQUIEZ,LR,CD,6.0
Ifop,2024-12-09,1101,3,LASSALLE,RES,CD,1.5
Ifop,2024-12-09,1101,3,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2024-12-09,1101,3,LE PEN,RN,ED,35.0
Ifop,2024-12-09,1101,3,ZEMMOUR,REC,ED,4.0
Ifop,2024-12-09,1101,4,ARTHAUD,LO,G,1.0
Ifop,2024-12-09,1101,4,POUTOU,NPA-A,G,0.5
Ifop,2024-12-09,1101,4,ROUSSEL,PCF,G,3.0
Ifop,2024-12-09,1101,4,MÉLENCHON,LFI,G,12.0
Ifop,2024-12-09,1101,4,FAURE,PS,G,4.0
Ifop,2024-12-09,1101,4,TONDELIER,LE,G,5.0
Ifop,2024-12-09,1101,4,PHILIPPE,ENS,CD,26.0
Ifop,2024-12-09,1101,4,WAUQUIEZ,LR,CD,6.5
Ifop,2024-12-09,1101,4,LASSALLE,RES,CD,1.5
Ifop,2024-12-09,1101,4,DUPONT-AIGNAN,DLF,ED,3.5
Ifop,2024-12-09,1101,4,BARDELLA,RN,ED,34.0
Ifop,2024-12-09,1101,4,ZEMMOUR,REC,ED,3.0
OpinionWay,2024-09-12,1009,5,ARTHAUD,LO,G,0.5
OpinionWay,2024-09-12,1009,5,POUTOU,NPA-A,G,0.5
OpinionWay,2024-09-12,1009,5,ROUSSEL,PCF,G,4.0
OpinionWay,2024-09-12,1009,5,MÉLENCHON,LFI,G,10.0
OpinionWay,2024-09-12,1009,5,GLUCKSMANN,PS,G,14.0
OpinionWay,2024-09-12,1009,5,ROUSSEAU,LE,G,1.0
OpinionWay,2024-09-12,1009,5,PHILIPPE,ENS,CD,26.0
OpinionWay,2024-09-12,1009,5,WAUQUIEZ,LR,CD,5.0
OpinionWay,2024-09-12,1009,5,LE PEN,RN,ED,35.0
OpinionWay,2024-09-12,1009,5,ZEMMOUR,REC,ED,5.0
OpinionWay,2024-09-12,1009,6,ARTHAUD,LO,G,1.0
OpinionWay,2024-09-12,1009,6,POUTOU,NPA-A,G,2.0
OpinionWay,2024-09-12,1009,6,MÉLENCHON,LFI,G,15.0
OpinionWay,2024-09-12,1009,6,PHILIPPE,ENS,CD,31.0
OpinionWay,2024-09-12,1009,6,BERTRAND,LR,CD,7.0
OpinionWay,2024-09-12,1009,6,LE PEN,RN,ED,40.0
OpinionWay,2024-09-12,1009,6,ZEMMOUR,REC,ED,4.0
OpinionWay,2024-09-12,1009,7,ARTHAUD,LO,G,0.5
OpinionWay,2024-09-12,1009,7,POUTOU,NPA-A,G,0.5
OpinionWay,2024-09-12,1009,7,ROUSSEL,PCF,G,3.0
OpinionWay,2024-09-12,1009,7,MÉLENCHON,LFI,G,10.0
OpinionWay,2024-09-12,1009,7,GLUCKSMANN,PS,G,12.0
OpinionWay,2024-09-12,1009,7,ROUSSEAU,LE,G,1.0
OpinionWay,2024-09-12,1009,7,ATTAL,ENS,CD,8.0
OpinionWay,2024-09-12,1009,7,PHILIPPE,ENS,CD,23.0
OpinionWay,2024-09-12,1009,7,WAUQUIEZ,LR,CD,5.0
OpinionWay,2024-09-12,1009,7,LE PEN,RN,ED,34.0
OpinionWay,2024-09-12,1009,7,ZEMMOUR,REC,ED,4.0
OpinionWay,2024-09-12,1009,8,ARTHAUD,LO,G,1.0
OpinionWay,2024-09-12,1009,8,POUTOU,NPA-A,G,2.0
OpinionWay,2024-09-12,1009,8,MÉLENCHON,LFI,G,14.0
OpinionWay,2024-09-12,1009,8,ATTAL,ENS,CD,10.0
OpinionWay,2024-09-12,1009,8,PHILIPPE,ENS,CD,25.0
OpinionWay,2024-09-12,1009,8,WAUQUIEZ,LR,CD,6.0
OpinionWay,2024-09-12,1009,8,LE PEN,RN,ED,38.0
OpinionWay,2024-09-12,1009,8,ZEMMOUR,REC,ED,4.0
OpinionWay,2024-09-12,1009,9,ARTHAUD,LO,G,0.5
OpinionWay,2024-09-12,1009,9,POUTOU,NPA-A,G,0.5
OpinionWay,2024-09-12,1009,9,ROUSSEL,PCF,G,4.0
OpinionWay,2024-09-12,1009,9,MÉLENCHON,LFI,G,10.0
OpinionWay,2024-09-12,1009,9,GLUCKSMANN,PS,G,14.0
OpinionWay,2024-09-12,1009,9,ROUSSEAU,LE,G,1.0
OpinionWay,2024-09-12,1009,9,PHILIPPE,ENS,CD,28.0
OpinionWay,2024-09-12,1009,9,WAUQUIEZ,LR,CD,4.0
OpinionWay,2024-09-12,1009,9,BARDELLA,RN,ED,35.0
OpinionWay,2024-09-12,1009,9,ZEMMOUR,REC,ED,4.0
OpinionWay,2024-09-12,1009,10,ARTHAUD,LO,G,0.5
OpinionWay,2024-09-12,1009,10,POUTOU,NPA-A,G,0.5
OpinionWay,2024-09-12,1009,10,ROUSSEL,PCF,G,4.0
OpinionWay,2024-09-12,1009,10,MÉLENCHON,LFI,G,10.0
OpinionWay,2024-09-12,1009,10,GLUCKSMANN,PS,G,14.0
OpinionWay,2024-09-12,1009,10,ROUSSEAU,LE,G,1.0
OpinionWay,2024-09-12,1009,10,PHILIPPE,ENS,CD,27.0
OpinionWay,2024-09-12,1009,10,BARNIER,LR,CD,4.0
OpinionWay,2024-09-12,1009,10,LE PEN,RN,ED,36.0
OpinionWay,2024-09-12,1009,10,ZEMMOUR,REC,ED,4.0
Ifop,2024-09-09,1204,11,ARTHAUD,LO,G,1.0
Ifop,2024-09-09,1204,11,POUTOU,NPA-A,G,1.0
Ifop,2024-09-09,1204,11,ROUSSEL,PCF,G,6.0
Ifop,2024-09-09,1204,11,MÉLENCHON,LFI,G,10.0
Ifop,2024-09-09,1204,11,HOLLANDE,PS,G,7.0
Ifop,2024-09-09,1204,11,TONDELIER,LE,G,5.0
Ifop,2024-09-09,1204,11,ATTAL,ENS,CD,22.0
Ifop,2024-09-09,1204,11,WAUQUIEZ,LR,CD,5.0
Ifop,2024-09-09,1204,11,LASSALLE,RES,CD,3.0
Ifop,2024-09-09,1204,11,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-09-09,1204,11,LE PEN,RN,ED,35.0
Ifop,2024-09-09,1204,11,ZEMMOUR,REC,ED,3.0
Ifop,2024-09-09,1204,12,ARTHAUD,LO,G,1.0
Ifop,2024-09-09,1204,12,POUTOU,NPA-A,G,1.0
Ifop,2024-09-09,1204,12,ROUSSEL,PCF,G,6.0
Ifop,2024-09-09,1204,12,MÉLENCHON,LFI,G,10.0
Ifop,2024-09-09,1204,12,FAURE,PS,G,4.0
Ifop,2024-09-09,1204,12,TONDELIER,LE,G,6.0
Ifop,2024-09-09,1204,12,ATTAL,ENS,CD,24.0
Ifop,2024-09-09,1204,12,WAUQUIEZ,LR,CD,5.0
Ifop,2024-09-09,1204,12,LASSALLE,RES,CD,3.0
Ifop,2024-09-09,1204,12,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-09-09,1204,12,LE PEN,RN,ED,35.0
Ifop,2024-09-09,1204,12,ZEMMOUR,REC,ED,3.0
Ifop,2024-09-09,1204,13,ARTHAUD,LO,G,0.5
Ifop,2024-09-09,1204,13,POUTOU,NPA-A,G,1.0
Ifop,2024-09-09,1204,13,ROUSSEL,PCF,G,5.0
Ifop,2024-09-09,1204,13,MÉLENCHON,LFI,G,9.5
Ifop,2024-09-09,1204,13,HOLLANDE,PS,G,8.0
Ifop,2024-09-09,1204,13,TONDELIER,LE,G,5.0
Ifop,2024-09-09,1204,13,PHILIPPE,ENS,CD,26.0
Ifop,2024-09-09,1204,13,WAUQUIEZ,LR,CD,4.0
Ifop,2024-09-09,1204,13,LASSALLE,RES,CD,2.0
Ifop,2024-09-09,1204,13,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-09-09,1204,13,LE PEN,RN,ED,34.0
Ifop,2024-09-09,1204,13,ZEMMOUR,REC,ED,3.0
Ifop,2024-09-09,1204,14,ARTHAUD,LO,G,1.0
Ifop,2024-09-09,1204,14,POUTOU,NPA-A,G,1.5
Ifop,2024-09-09,1204,14,ROUSSEL,PCF,G,6.0
Ifop,2024-09-09,1204,14,MÉLENCHON,LFI,G,9.0
Ifop,2024-09-09,1204,14,FAURE,PS,G,4.0
Ifop,2024-09-09,1204,14,TONDELIER,LE,G,5.0
Ifop,2024-09-09,1204,14,PHILIPPE,ENS,CD,27.0
Ifop,2024-09-09,1204,14,WAUQUIEZ,LR,CD,4.0
Ifop,2024-09-09,1204,14,LASSALLE,RES,CD,3.0
Ifop,2024-09-09,1204,14,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-09-09,1204,14,LE PEN,RN,ED,34.0
Ifop,2024-09-09,1204,14,ZEMMOUR,REC,ED,3.5
Harris-Interactive,2024-07-08,2496,15,ARTHAUD,LO,G,1.0
Harris-Interactive,2024-07-08,2496,15,POUTOU,NPA-A,G,2.0
Harris-Interactive,2024-07-08,2496,15,ROUSSEL,PCF,G,3.0
Harris-Interactive,2024-07-08,2496,15,MÉLENCHON,LFI,G,15.0
Harris-Interactive,2024-07-08,2496,15,GLUCKSMANN,PS,G,14.0
Harris-Interactive,2024-07-08,2496,15,TONDELIER,LE,G,3.0
Harris-Interactive,2024-07-08,2496,15,ATTAL,ENS,CD,20.0
Harris-Interactive,2024-07-08,2496,15,WAUQUIEZ,LR,CD,5.0
Harris-Interactive,2024-07-08,2496,15,DUPONT-AIGNAN,DLF,ED,2.0
Harris-Interactive,2024-07-08,2496,15,LE PEN,RN,ED,31.0
Harris-Interactive,2024-07-08,2496,15,ZEMMOUR,REC,ED,4.0
Harris-Interactive,2024-07-08,2496,16,ARTHAUD,LO,G,1.0
Harris-Interactive,2024-07-08,2496,16,POUTOU,NPA-A,G,1.0
Harris-Interactive,2024-07-08,2496,16,ROUSSEL,PCF,G,3.0
Harris-Interactive,2024-07-08,2496,16,MÉLENCHON,LFI,G,15.0
Harris-Interactive,2024-07-08,2496,16,GLUCKSMANN,PS,G,14.0
Harris-Interactive,2024-07-08,2496,16,TONDELIER,LE,G,3.0
Harris-Interactive,2024-07-08,2496,16,PHILIPPE,ENS,CD,22.0
Harris-Interactive,2024-07-08,2496,16,WAUQUIEZ,LR,CD,5.0
Harris-Interactive,2024-07-08,2496,16,DUPONT-AIGNAN,DLF,ED,2.0
Harris-Interactive,2024-07-08,2496,16,LE PEN,RN,ED,31.0
Harris-Interactive,2024-07-08,2496,16,ZEMMOUR,REC,ED,3.0
Harris-Interactive,2024-07-08,2496,17,ARTHAUD,LO,G,1.0
Harris-Interactive,2024-07-08,2496,17,POUTOU,NPA-A,G,2.0
Harris-Interactive,2024-07-08,2496,17,ROUSSEL,PCF,G,5.0
Harris-Interactive,2024-07-08,2496,17,MÉLENCHON,LFI,G,16.0
Harris-Interactive,2024-07-08,2496,17,FAURE,PS,G,6.0
Harris-Interactive,2024-07-08,2496,17,TONDELIER,LE,G,4.0
Harris-Interactive,2024-07-08,2496,17,ATTAL,ENS,CD,23.0
Harris-Interactive,2024-07-08,2496,17,WAUQUIEZ,LR,CD,5.0
Harris-Interactive,2024-07-08,2496,17,DUPONT-AIGNAN,DLF,ED,2.0
Harris-Interactive,2024-07-08,2496,17,LE PEN,RN,ED,32.0
Harris-Interactive,2024-07-08,2496,17,ZEMMOUR,REC,ED,4.0
Harris-Interactive,2024-07-08,2496,18,ARTHAUD,LO,G,1.0
Harris-Interactive,2024-07-08,2496,18,POUTOU,NPA-A,G,2.0
Harris-Interactive,2024-07-08,2496,18,ROUSSEL,PCF,G,4.0
Harris-Interactive,2024-07-08,2496,18,MÉLENCHON,LFI,G,17.0
Harris-Interactive,2024-07-08,2496,18,FAURE,PS,G,5.0
Harris-Interactive,2024-07-08,2496,18,TONDELIER,LE,G,4.0
Harris-Interactive,2024-07-08,2496,18,PHILIPPE,ENS,CD,24.0
Harris-Interactive,2024-07-08,2496,18,WAUQUIEZ,LR,CD,5.0
Harris-Interactive,2024-07-08,2496,18,DUPONT-AIGNAN,DLF,ED,2.0
Harris-Interactive,2024-07-08,2496,18,LE PEN,RN,ED,32.0
Harris-Interactive,2024-07-08,2496,18,ZEMMOUR,REC,ED,4.0
Ifop,2024-04-18,1090,19,ARTHAUD,LO,G,1.0
Ifop,2024-04-18,1090,19,POUTOU,NPA-A,G,2.0
Ifop,2024-04-18,1090,19,ROUSSEL,PCF,G,4.0
Ifop,2024-04-18,1090,19,MÉLENCHON,LFI,G,14.0
Ifop,2024-04-18,1090,19,FAURE,PS,G,4.0
Ifop,2024-04-18,1090,19,TONDELIER,LE,G,3.0
Ifop,2024-04-18,1090,19,ATTAL,ENS,CD,20.0
Ifop,2024-04-18,1090,19,WAUQUIEZ,LR,CD,7.0
Ifop,2024-04-18,1090,19,LASSALLE,RES,CD,2.0
Ifop,2024-04-18,1090,19,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-04-18,1090,19,LE PEN,RN,ED,35.0
Ifop,2024-04-18,1090,19,ZEMMOUR,REC,ED,6.0
